nexo_id	name	definition	comment
9071	CC: GET complex | BP: protein insertion into ER membrane | MF:protein anchor	CC_def: A multisubunit complex involved in ER/Golgi trafficking (Golgi to ER Traffic). In yeast, includes Get1p, Get2p and Get3p proteins. | BP_def: The process that results in incorporation of a protein into an endoplasmic reticulum (ER) membrane. It depends on specific topogenic sequences of amino acids that ensure that a protein acquires the proper orientation during its insertion into the ER membrane. | MF_def:Interacting selectively and non-covalently with both a protein or protein complex and a membrane, in order to maintain the localization of the protein at a specific location on the membrane.	robustness:3.5481505093732 density:1 bootstrap:0.69534806 cc_score:0.437864 bp_score:0.29516 mf_score:0.146002
5751	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.4148227912706 density:1 bootstrap:0.96625639 cc_score:0.0 bp_score:0.0 mf_score:0.0
8834	CC: transcription factor complex | BP: transcription initiation, DNA-dependent | MF:regulation of transcription from RNA polymerase I promoter	CC_def: A protein complex, distinct from RNA polymerase, that associates with DNA at promoters or at cis-acting regulatory sequences, by direct binding or by interaction with other DNA-binding polypeptides or complexes, and regulates transcription. | BP_def: Any process involved in the assembly of the RNA polymerase preinitiation complex (PIC) at the core promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. The initiation phase ends just before and does not include promoter clearance, or release, which is the transition between the initiation and elongation phases of transcription. | MF_def:Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase I promoter.	robustness:5.30667963892023 density:0.142857142857143 bootstrap:0.287641083 cc_score:0.151131 bp_score:0.100773 mf_score:0.186714
5420	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.83932665 cc_score:0.0 bp_score:0.0 mf_score:0.0
9420	CC: kinetochore microtubule | BP: regulation of cell division | MF:	CC_def: Any of the spindle microtubules that attach to the kinetochores of chromosomes by their plus ends, and maneuver the chromosomes during mitotic or meiotic chromosome segregation. | BP_def: Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells. | MF_def:	robustness:3.8991482805937 density:0.533333333333333 bootstrap:0.384637729 cc_score:0.23835 bp_score:0.123832 mf_score:0.0
6002	CC:  | BP:  | MF:2-aminoadipate transaminase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: 2-oxoglutarate + L-2-aminoadipate = 2-oxoadipate + L-glutamate.	robustness:3.62895291255329 density:0.5 bootstrap:0.8712854 cc_score:0.0 bp_score:0.0660706 mf_score:0.193535
8943	CC: integral to Golgi membrane | BP:  | MF:	CC_def: Located such that some or all of the gene product itself penetrates at least one phospholipid bilayer of the Golgi complex membrane. May also refer to the state of being buried in the bilayer with no exposure outside the bilayer. | BP_def:  | MF_def:	robustness:3.59084895917765 density:0.333333333333333 bootstrap:0.42122244 cc_score:0.10923 bp_score:0.0 mf_score:0.0
6498	CC:  | BP: negative regulation of lipid biosynthetic process | MF:	CC_def:  | BP_def: Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids. | MF_def:	robustness:2.45297733104443 density:0.2 bootstrap:0.72703972 cc_score:0.0 bp_score:0.182141 mf_score:0.0
7055	CC:  | BP: galactose metabolic process | MF:UDP-glucose 4-epimerase activity	CC_def:  | BP_def: The chemical reactions and pathways involving galactose, the aldohexose galacto-hexose. D-galactose is widely distributed in combined form in plants, animals and microorganisms as a constituent of oligo- and polysaccharides; it also occurs in galactolipids and as its glucoside in lactose and melibiose. | MF_def:Catalysis of the reaction: UDP-glucose = UDP-galactose.	robustness:5.22550265458161 density:0.466666666666667 bootstrap:0.815270013 cc_score:0.0 bp_score:0.334625 mf_score:0.13739
7180	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.82984249818837 density:1 bootstrap:0.55481637 cc_score:0.0 bp_score:0.0807831 mf_score:0.0
7703	CC: septin cytoskeleton | BP:  | MF:	CC_def: The part of the cytoskeleton (the internal framework of a cell) composed of septins and associated proteins. Includes septin cytoskeleton-associated complexes. | BP_def:  | MF_def:	robustness:2.13414031026804 density:0.2 bootstrap:0.550322167 cc_score:0.11041 bp_score:0.0 mf_score:0.0
7692	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.70722266298923 density:0.0714285714285714 bootstrap:0.471880991 cc_score:0.0 bp_score:0.0 mf_score:0.0
8570	CC: AP-3 adaptor complex | BP:  | MF:	CC_def: A heterotetrameric AP-type membrane coat adaptor complex that consists of beta3, delta, mu3 and sigma3 subunits and is found associated with endosomal membranes. AP-3 does not appear to associate with clathrin in all organisms. In at least humans, the AP-3 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (beta3A and beta3B, mu3A and mu3B, and sigma3A and sigma3B). | BP_def:  | MF_def:	robustness:5.13548560262025 density:1 bootstrap:0.72832899 cc_score:0.888511 bp_score:0.0 mf_score:0.0
6209	CC: mitochondrial proton-transporting ATP synthase, catalytic core | BP: protein complex oligomerization | MF:	CC_def: The hexamer, comprising three alpha and three beta subunits, that possesses the catalytic activity of the mitochondrial hydrogen-transporting ATP synthase. | BP_def: The association of two or more multisubunit protein complexes to form dimers or other multimers of a protein complex. | MF_def:	robustness:4.08810003987993 density:1 bootstrap:0.92308397 cc_score:0.589984 bp_score:0.292819 mf_score:0.0
8822	CC:  | BP:  | MF:pseudouridylate synthase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: D-ribose 5-phosphate + uracil = H(2)O + pseudouridine 5'-phosphate.	robustness:0 density:0 bootstrap:0.530583323 cc_score:0.0 bp_score:0.0268472 mf_score:0.439239
8672	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.60938860717171 density:1 bootstrap:0.429184167 cc_score:0.0 bp_score:0.0 mf_score:0.0
9629	CC: ER ubiquitin ligase complex | BP: ER-associated protein catabolic process | MF:	CC_def: A ubiquitin ligase complex found in the ER. | BP_def: The chemical reactions and pathways resulting in the breakdown of proteins transported from the endoplasmic reticulum and targeted to cytoplasmic proteasomes for degradation. This process acts on misfolded proteins as well as in the regulated degradation of correctly folded proteins. | MF_def:	robustness:6.29877533821195 density:0.490909090909091 bootstrap:0.312050335 cc_score:0.289626 bp_score:0.139951 mf_score:0.0479912
7940	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.0836359468597 density:0.166666666666667 bootstrap:0.276347828 cc_score:0.0 bp_score:0.0 mf_score:0.0
7327	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:4.17681743576425 density:0.666666666666667 bootstrap:0.81385415 cc_score:0.0 bp_score:0.0 mf_score:0.0
6182	CC: AP-2 adaptor complex | BP:  | MF:	CC_def: A heterotetrameric AP-type membrane coat adaptor complex that consists of alpha, beta2, mu2 and sigma2 subunits, and links clathrin to the membrane surface of a vesicle; vesicles with AP-2-containing coats are normally found primarily near the plasma membrane, on endocytic vesicles. In at least humans, the AP-2 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different alpha genes (alphaA and alphaC). | BP_def:  | MF_def:	robustness:3.56913612827635 density:1 bootstrap:0.703597689 cc_score:0.660786 bp_score:0.0 mf_score:0.0
5903	CC:  | BP: negative regulation of transcription from RNA polymerase II promoter during meiosis | MF:	CC_def:  | BP_def: A cell cycle process that decreases the frequency, rate or extent of transcription from an RNA polymerase II promoter during meiosis. | MF_def:	robustness:1.89159200871585 density:1 bootstrap:0.592893635 cc_score:0.0 bp_score:0.594541 mf_score:0.0
7209	CC:  | BP: acetate fermentation | MF:acetate-CoA ligase activity	CC_def:  | BP_def: The anaerobic chemical reactions and pathways resulting in the breakdown of acetate, yielding energy in the form of ATP. | MF_def:Catalysis of the reaction: ATP + acetate + CoA = AMP + diphosphate + acetyl-CoA.	robustness:3.07246882109159 density:0.666666666666667 bootstrap:0.86029601 cc_score:0.0 bp_score:0.314351 mf_score:0.23158
6198	CC:  | BP: heme catabolic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the breakdown of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring. | MF_def:	robustness:2.74201181381902 density:0.333333333333333 bootstrap:0.80255266 cc_score:0.0 bp_score:0.206311 mf_score:0.0
7792	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.68399313 cc_score:0.0 bp_score:0.0245293 mf_score:0.0
5077	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.34840649141146 density:1 bootstrap:0.91383627 cc_score:0.0 bp_score:0.0 mf_score:0.0
6163	CC:  | BP:  | MF:cyclin-dependent protein kinase activating kinase activity	CC_def:  | BP_def:  | MF_def:Catalysis of the reaction: ATP + a protein = ADP + a phosphoprotein; increases the activity of a cyclin-dependent protein kinase (CDK).	robustness:0 density:0 bootstrap:0.69947991 cc_score:0.0 bp_score:0.0 mf_score:0.31479
7653	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:7.83305187533823 density:0.866666666666667 bootstrap:0.83129856 cc_score:0.0 bp_score:0.0 mf_score:0.0
8664	CC: COPI vesicle coat | BP:  | MF:	CC_def: One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state. | BP_def:  | MF_def:	robustness:5.7853254636783 density:0.8 bootstrap:0.75249595 cc_score:0.496776 bp_score:0.0 mf_score:0.0
5605	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.89326334 cc_score:0.0 bp_score:0.0 mf_score:0.0
7895	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:7.09924678760246 density:0.866666666666667 bootstrap:0.682840969 cc_score:0.0 bp_score:0.0 mf_score:0.0
7911	CC:  | BP: detection of sucrose stimulus | MF:diacylglycerol cholinephosphotransferase activity	CC_def:  | BP_def: The series of events in which a sucrose stimulus is received by a cell and converted into a molecular signal. | MF_def:Catalysis of the reaction: CDP-choline + 1,2-diacylglycerol = CMP + a phosphatidylcholine.	robustness:0 density:0 bootstrap:0.365953724 cc_score:0.0 bp_score:0.441454 mf_score:0.29607
8592	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.7444550452687 density:1 bootstrap:0.50424478 cc_score:0.0 bp_score:0.0 mf_score:0.0
8770	CC: alpha-1,6-mannosyltransferase complex | BP: substituted mannan metabolic process | MF:	CC_def: A large, multiprotein complex with alpha-1,6 mannosyltransferase activity, located in the cis Golgi membrane; adds mannan to N-linked glycans on proteins. | BP_def: The chemical reactions and pathways involving a mannan backbone composed of D-mannose unites, substituted with D-glucose and/or D-galactose units. | MF_def:	robustness:3.73901341953622 density:1 bootstrap:0.77216876 cc_score:0.444042 bp_score:0.220338 mf_score:0.0
9393	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.28674993 cc_score:0.0 bp_score:0.0 mf_score:0.0
9720	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:5.46223105376095 density:0.0301010101010101 bootstrap:0.121456053 cc_score:0.0231445 bp_score:0.0443993 mf_score:0.0403151
6248	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:0 density:0 bootstrap:0.80984658 cc_score:0.0 bp_score:0.0 mf_score:0.0
9123	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.63050816888245 density:0.133333333333333 bootstrap:0.339566544 cc_score:0.0 bp_score:0.0 mf_score:0.0760041
9377	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:1.64964904264439 density:0.090909090909091 bootstrap:0.151111814 cc_score:0.0 bp_score:0.0637119 mf_score:0.0752108
9988	CC: DNA-directed RNA polymerase II, holoenzyme | BP: RNA polymerase II transcriptional preinitiation complex assembly | MF:RNA polymerase II transcriptional preinitiation complex assembly	CC_def: Large protein complex composed of the RNA polymerase core complex and a variety of other proteins including transcription factor complexes TFIIA, D, E, F, and H which are required for promoter recognition, and the Mediator subcomplex. Catalyzes the synthesis of eukaryotic pre-mRNA. | BP_def: The aggregation, arrangement and bonding together of proteins on an RNA polymerase II promoter DNA to form the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription by RNA polymerase. | MF_def:The aggregation, arrangement and bonding together of proteins on an RNA polymerase II promoter DNA to form the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription by RNA polymerase.	robustness:19.3192289621319 density:0.327340031729244 bootstrap:0.509003366 cc_score:0.289902 bp_score:0.25299 mf_score:0.281424
6734	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:3.17330783254036 density:0.178571428571429 bootstrap:0.53775721 cc_score:0.0 bp_score:0.0248721 mf_score:0.0909564
5651	CC:  | BP: UDP-N-acetylglucosamine biosynthetic process | MF:phosphoribosyl-AMP cyclohydrolase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of UDP-N-acetylglucosamine, a substance composed of N-acetylglucosamine, a common structural unit of oligosaccharides, in glycosidic linkage with uridine diphosphate. | MF_def:Catalysis of the reaction: 1-(5-phosphonatoribosyl)-5'-AMP + H(2)O = 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide.	robustness:0 density:0 bootstrap:0.461453139 cc_score:0.0 bp_score:0.162081 mf_score:0.316702
7579	CC:  | BP: pyrimidine base biosynthetic process | MF:	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of pyrimidine bases, 1,3-diazine, organic nitrogenous bases. | MF_def:	robustness:4.86890464026555 density:0.236363636363636 bootstrap:0.4689868 cc_score:0.0 bp_score:0.248206 mf_score:0.0759244
6013	CC:  | BP:  | MF:	CC_def:  | BP_def:  | MF_def:	robustness:2.11201373796245 density:0.333333333333333 bootstrap:0.90317632 cc_score:0.0 bp_score:0.0 mf_score:0.0
5385	CC:  | BP: ceramide biosynthetic process | MF:sphingosine N-acyltransferase activity	CC_def:  | BP_def: The chemical reactions and pathways resulting in the formation of ceramides, any N-acylated sphingoid. | MF_def:Catalysis of the reaction: acyl-CoA + sphingosine = CoA + N-acylsphingosine.	robustness:4.15460319832007 density:1 bootstrap:0.95336078 cc_score:0.0 bp_score:0.380388 mf_score:0.660224
